Large Cap,Mid Cap,Small Cap,International Developed,Emerging Markets,US Agg Bond,US High Yield,US Treasury,Corporate,Gold,Oil,Private Equity,Venture Capital,Angel Venture,Cash
5.025021985575096e-16,7.370399651669301e-16,0.4802721076825731,0.0,4.961472872957121e-18,2.308612579383651e-16,0.0,8.322742175807552e-17,2.2973118989297233e-17,2.5532653924822592e-17,0.0,0.21117786826484153,0.30855002405258436,0.0,2.509960450676461e-17
5.030713043534647e-16,0.0,0.49576534635066094,0.0,1.699471626685857e-17,0.0,2.7435187794562726e-17,4.044955656423324e-17,0.0,7.604397193156852e-17,0.0,0.20575678857063515,0.29847786507870405,0.0,0.0
0.0,0.0,0.5129398619316226,1.465964880470781e-16,1.0510094221427633e-16,4.671432428537878e-18,1.2543940119649438e-16,1.8058585771466818e-17,5.20611178214851e-17,1.0588875633963741e-15,0.0,0.19481943389717227,0.29224070417120496,0.0,0.0
2.6181756165258262e-17,1.058333303634449e-16,0.5217892200882058,1.7725147927115443e-17,4.12974530592455e-17,3.795410808929288e-17,0.0,3.895570816020435e-17,0.0,0.005162778194318731,0.0,0.18600712533001074,0.28704087638746456,0.0,4.0781365587782647e-17
1.6565659007675608e-16,0.0,0.5363563227772146,0.0,8.257468187167081e-18,0.0,5.583999774737079e-17,0.0,5.272727200949326e-17,0.01766980078204303,0.0,0.1708353508773669,0.27513852556337587,3.314875680859828e-17,0.0
1.4108780575227175e-16,6.553903388722229e-16,0.5432328652088596,8.049681236170075e-17,1.591660262161726e-16,4.271760960844864e-17,6.136802433446065e-17,3.66682049582673e-17,5.846157455447572e-17,0.029097639951937624,1.0562573443028465e-16,0.1612066236458418,0.26646287119336015,0.0,0.0
1.2315744858256218e-15,2.1460104228851557e-15,0.5504617899212363,0.0,0.0,0.0,0.0,1.5244259802998604e-19,0.0,0.03981049408533561,8.813195024061527e-17,0.1528931479678924,0.2568345680255324,3.895549798567369e-16,2.6898171063028995e-17
0.0,0.0,0.5594776437237053,1.9110613501307344e-16,3.9056284275932947e-17,4.545360434143459e-18,3.0386855641444254e-17,6.22411318808763e-17,2.300801962547436e-17,0.04952853732200565,0.0,0.14452206710559,0.2464717518486992,0.0,0.0
2.5071559483777644e-16,3.79366462870044e-16,0.5610777149337369,0.0,0.0,5.728369345084237e-17,0.0,9.56095712713068e-17,0.0,0.06048348572852141,8.865716178996877e-18,0.1420303064674964,0.23640849287024468,1.2265704352083243e-16,1.6966012856708854e-17
3.7812398623855707e-16,2.112003197364222e-15,0.5706578350747513,6.085381945239954e-17,0.0,0.0,0.0,0.0,0.0,0.06924757875299402,1.1821972172321086e-17,0.12919946165599866,0.23089512451625363,3.4237683199998834e-16,0.0
0.0,0.0,0.5737893494345604,1.3197255124430717e-16,9.218999727870641e-18,1.0411570501703068e-18,0.0,0.0,0.0,0.07847138276461799,4.86699373590669e-17,0.12365138943000815,0.22408787837081404,0.0,2.415396416712058e-17
0.0,0.0,0.5790642908152881,3.60855555612094e-17,0.0,0.0,3.1025143885667874e-17,0.0,0.0,0.0846212217433961,3.892245091331089e-17,0.11761265444382266,0.21870183299749438,0.0,5.641585181496578e-17
