Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,ASK_Cap,ASK_Return,ASK_Return_MAX,ASK_Cap_Full,Goal,Redeemed Amount,Allocated Value,Goal Value,Utility (Keep),Utility (Redeem),Utility Δ,Redeemed,Path_ID
2029,ASK,Emerging Markets - Equities,163336.29,0.6884098946691345,-0.1200267710234894,0.02,-0.1400267710234894,-22871.45327965627,-3888.1470575415665,-18983.306222114705,144352.9837778853,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2029,ASK,Developed Markets - Equities,335.62,0.0014145302850264011,-0.02081827848712692,0.02,-0.04081827848712692,-13.699430625849516,-2.328903206394418,-11.370527419455097,324.24947258054493,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2029,NORMAL,Emerging Markets State - Obligations,652.7326589870436,0.0027510580840324874,-0.07625310142602726,0.02,-0.09625310142602726,-62.82754282956034,0.0,-62.82754282956034,589.9051161574832,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2029,NORMAL,High Yield Bonds - Obligations,665.8560798242202,0.002806369079257244,-0.0995905805419316,0.02,-0.1195905805419316,-79.63011514355321,0.0,-79.63011514355321,586.225964680667,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2029,NORMAL,Investment Grade Bonds - Obligations,124.09904753221457,0.0005230375456684595,-0.05236638654916015,0.02,-0.07236638654916015,-8.980599644098845,0.0,-8.980599644098845,115.11844788811572,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2029,NORMAL,Government ZC Bonds - Obligations,72151.44639876709,0.3040951255572228,-0.03105704172703305,0.02,-0.05105704172703305,-3683.839409447639,0.0,-3683.839409447639,68467.60698931945,166200.0,-18994.67674953415,6112.04925064008,172312.0492506401,,,,,,,,,0
2030,ASK,Emerging Markets - Equities,171914.5,0.6235026845025532,0.1480014400398306,0.02,0.1280014400398306,22005.303563727444,3740.9016058336656,18264.40195789378,190178.90195789377,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
2030,NORMAL,Emerging Markets - Equities,26672.24,0.09673537276783739,0.1480014400398306,0.02,0.1280014400398306,3414.0851290879727,921.8029848537527,2492.28214423422,29164.522144234223,166200.0,0.0,6112.04925064008,172312.0492506401,,,,,,,,,0
2030,ASK,Developed Markets - Equities,397.55,0.0014418416842325113,0.153384039712094,0.02,0.133384039712094,53.026824987542966,9.014560247882304,44.012264739660665,441.5622647396607,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
2030,NORMAL,Developed Markets - Equities,61.68,0.00022370216345984477,0.153384039712094,0.02,0.133384039712094,8.227127569441954,2.221324443749328,6.005803125692626,67.68580312569263,166200.0,18264.401957893773,22005.303563727444,188205.30356372744,,,,,,,,,0
2030,NORMAL,Emerging Markets State - Obligations,1035.9851439849915,0.0037573300587175973,0.06812390856008954,0.02,0.04812390856008954,49.8556543387449,13.461026671461124,36.39462766728377,1072.3797716522754,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
2030,NORMAL,High Yield Bonds - Obligations,638.5360494033803,0.002315854340120598,0.07408527106432428,0.02,0.05408527106432427,34.535395316324525,9.324556735407622,25.210838580916903,663.7468879842971,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
2030,NORMAL,Investment Grade Bonds - Obligations,478.57819979230214,0.0017357162561325522,-0.03779956755944425,0.02,-0.05779956755944425,-27.661612991372408,-7.468635507670551,-20.192977483701856,458.3852223086003,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
2030,NORMAL,Government ZC Bonds - Obligations,74524.68265173958,0.2702874957904103,0.02125550102733054,0.02,0.0012555010273305398,93.56581563073269,25.262770220297828,68.30304541043486,74592.98569715001,166200.0,18308.414222633437,22058.33038871499,188258.330388715,,,,,,,,,0
